interval_start_timestamp,messages,messages_per_communicator
2025-12-26T00:00:00+00:00,96383,113.52532391048292
2026-01-25T00:00:00+00:00,118115,101.82327586206897
2026-02-24T00:00:00+00:00,160898,134.98154362416108
2026-03-26T00:00:00+00:00,156064,149.34354066985645
