Rank,UserID,Username,Level,XP,Messages
1505,1270721530384617567,localtami,9,3730,185
1506,761613322692198430,hammam9190,9,3724,191
1507,1125048042760982568,laylasbluesss9,9,3722,185
1508,578637134542536705,diobdh,8,3718,185
1509,1122483543851946036,chess_mastermind,8,3717,186
1510,1141235210990665728,your_name1614,8,3713,185
1511,501812255084642314,d4llars,8,3712,187
1512,419179220925939732,billybollocks,8,3710,184
1513,380216418651865088,rorshach_.,8,3704,183
1514,763689820069298197,_.zareef._,8,3702,183
1515,991994427549683852,charliee_brownn,8,3692,184
1516,708576906588586015,nightmare9824,8,3688,184
1517,367741949542793228,szyszonkurwiszon,8,3686,184
1518,1240736339197169756,unironicbred,8,3680,180
1519,1148284620916396092,ihateyouwhenyouhateme,8,3680,179
1520,860196932193091615,aymanarifbk,8,3679,185
1521,978428221274066984,lltj,8,3676,182
1522,1039436017964421150,c4scade,8,3676,185
1523,741150376736063590,dhairya1989,8,3671,183
1524,548299138136014879,_.link._,8,3667,183
1525,1126192433508647012,deleted_user_30e07375d263,8,3666,182
1526,1233031103888101449,contusojo,8,3664,182
1527,772754136160665610,creep1278,8,3659,182
1528,1229926470936301609,.1_hn,8,3655,184
1529,1268283362469220415,flanker7.7,8,3643,183
1530,856886849502838844,anastasiaaa1969,8,3639,182
1531,1278426116880859269,catpastaaa,8,3636,182
1532,1110194014944243773,akane7557,8,3634,180
1533,1108354569630662697,nightblast3454,8,3625,179
1534,788024806879789056,kimjongun12345,8,3625,179
1535,793098304531595296,imtheboiiiiiii,8,3619,181
1536,678909534366072853,mxstafa1,8,3618,183
1537,1387333093379280968,socker_tocker,8,3617,181
1538,1228663215714472006,mk677abuser,8,3616,182
1539,772139391400280125,itstrixmate,8,3616,180
1540,700246181942394971,wolfhzn,8,3614,178
1541,444439952986472458,priskhudi,8,3613,183
1542,797756618321952818,oma4200,8,3610,176
1543,774158678957228032,xankron,8,3606,180
1544,840102098099503124,cowpukes,8,3606,180
1545,1115958578889625701,une_archetype,8,3603,183
1546,1080220887376212098,nicfw,8,3602,184
1547,959530416358948905,histrionicpersonalitydisorder,8,3600,180
1548,733681552000549045,w_on_drugs,8,3596,182
1549,729937119702679582,qbsbi,8,3595,179
1550,500320519455899658,rileysh,8,3594,179
1551,1125664912094531644,blesopare,8,3592,181
1552,787930789841076224,invinivi,8,3591,181
1553,763574053671403540,cxl1234,8,3590,180
1554,515168785603362828,afsagag,8,3584,182
1555,769613712243425321,maddux0639,8,3582,179
1556,949372913528766575,hsundudeg,8,3579,179
1557,315827772742172672,tene.bris,8,3577,175
1558,1287340265199374448,.lallas,8,3570,180
1559,783202858261938178,oxysghost,8,3568,176
1560,781846020283695104,purexha,8,3565,175
1561,1412604667560464464,wannabe_spideyy47,8,3565,179
1562,777998481730043960,binkarinx,8,3556,180
1563,515231172239032320,modagrate1771,8,3542,177
1564,756138323885686854,_ggmu,8,3540,180
1565,726896772408017007,mrbullislegendary,8,3538,178
1566,813401128733507584,analysis9930,8,3533,177
1567,1072530760197738577,shrabonti99,8,3530,180
1568,1318988909803339872,jaaa0133_23847,8,3528,175
1569,1005140844841541742,4ever_v_areyoung,8,3522,175
1570,802197697204977714,abd123,8,3519,175
1571,233069722659192833,hadyentong,8,3519,177
1572,1158264082156236830,funmaxxing,8,3513,177
1573,1306562969689260076,vlademirputinn,8,3512,174
1574,557843601808293890,epicfumbler,8,3511,176
1575,640069083001520139,lusin.,8,3507,176
1576,977686768105185301,shah_jehan07,8,3499,170
1577,577796467037569034,enyo.potato,8,3494,175
1578,1286713066129588268,annaphase_ii,8,3494,173
1579,1402346722059096265,vclxntina,8,3491,176
1580,851167411730251826,mallank_pal,8,3481,176
1581,790485935509995550,shr_kmska,8,3481,174
1582,762763175363739689,yousif9035,8,3476,177
1583,939892202119757904,coolguy37379,8,3476,170
1584,1345259016619692204,azurity.himself,8,3475,172
1585,587324305667522562,abdtheduck.,8,3473,174
1586,702890588240085193,bread_7988,8,3467,172
1587,489964366469398539,adventurousandrew,8,3459,171
1588,763407482403815444,dobby__08,8,3454,172
1589,886092073726521344,samin6149,8,3452,177
1590,721625610689970217,sugoiibi,8,3447,171
1591,343378436242407424,entropy_31,8,3447,173
1592,1012100330823094332,teasquarepants,8,3443,173
1593,714348627262439516,sh4d0w_g0n3r_,8,3440,175
1594,726715944084176947,rayyyyyan,8,3435,174
1595,295083693473529856,ghostspectre12,8,3426,169
1596,564769093622693888,agent217,8,3423,169
1597,949517644653015080,waterlush,8,3422,170
1598,1282626208034717698,anemone_778,8,3421,171
1599,1069316515142324244,noonebutjohn,8,3419,174
1600,753233564472049805,kv14707,8,3418,170
1601,826181578333225032,ocena.,8,3412,172
1602,752040415271714836,saintkatsu,8,3409,174
1603,824210920237695017,karkavwi,8,3406,171
1604,608649945699844107,sk_zafir,8,3406,171
1605,1210499341396217898,bunnylk_81421,8,3399,168
1606,882133372909019157,juliebeee5786,8,3397,170
1607,705770602602037359,adhdfromdhk,8,3397,175
1608,931461804348039178,ryanbot_155,8,3391,168
1609,1246833666559184948,ultratrunks,8,3387,167
1610,1222542524720087152,sakif7_,8,3385,170
1611,717066752965476384,0xrivr,8,3385,170
1612,762584648068890656,tanjim_tanjim,8,3384,172
1613,1261021230950252679,ahlanwasahlan0329,8,3374,169
1614,826509961684320337,hxj0,8,3368,170
1615,1145215737884069889,aritrafr,8,3365,167
1616,1197448209027584022,aash_fr,8,3360,170
1617,1238991419159482478,imdoomed.exe,8,3358,167
1618,1264762060785455230,sarthak092743,8,3358,172
1619,265414015776325633,notblu.e,8,3354,165
1620,1016314432743288864,.sukrat,8,3353,168
1621,1229161666592378991,n.anonymous,8,3348,170
1622,987538879659798618,heehee_123,8,3348,167
1623,721657487933046854,8qat,8,3345,166
1624,774992203902615573,bahez1367,8,3345,161
1625,512286769643913217,ali_0837,8,3343,166
1626,809687391106891787,rolo3711,8,3342,167
1627,747246779652767775,ryannn8132,8,3340,163
1628,938689868115095632,band4bandz,8,3337,167
1629,730824934045122622,hat_op,8,3336,166
1630,781211817413181461,fraise1884,8,3333,165
1631,415201266755567628,aintlewis,8,3331,163
1632,1356126084957077545,st4r_tam,8,3331,169
1633,1373665203597869066,wahibaislam,8,3330,165
1634,1355374882657145005,bigpapi.locsta,8,3329,169
1635,548550191633137694,nightrollaz,8,3325,165
1636,1394997187137765549,bleach_16,8,3324,167
1637,1018479064534745088,satty_sat,8,3323,171
1638,900042536272412742,m.aze_,8,3319,165
1639,1264007211475275877,noraisasleep,8,3316,163
1640,1360285133365711160,voidlovesaslevel,8,3314,167
1641,1272900198259097621,onewawa.,8,3311,166
1642,773925271337959444,lololo2331,8,3310,163
1643,1286916095986634805,wemby74,8,3298,163
1644,618522280397504523,logbait1,8,3297,165
1645,686618040569430057,haffad,8,3297,166
1646,929020455325683783,5leeps,8,3297,170
1647,416676390457442310,martin518,8,3295,164
1648,434928684735135746,verticalvulture,8,3291,163
1649,687932108924256257,otarawindowwiper,8,3291,164
1650,699907758656323664,vozgt,8,3291,164
1651,571680618891444264,glombus,8,3288,161
1652,1202252083651412104,rml_09,8,3282,162
1653,1447542514583080961,menahillxd,8,3281,164
1654,1123489546475163678,6849_why,8,3279,163
1655,743843565754384425,messiahofall69,8,3278,166
1656,494398750475943938,aizam7300,8,3277,162
1657,176009381832294400,rdkgames,8,3275,166
1658,554754916166664192,m0hammad._.,8,3273,164
1659,1117380611749978272,aspenator06,8,3271,163
1660,1384917865509159057,chillspaghetti4,8,3267,163
1661,1039936036387696671,mohamad_alher,8,3267,164
1662,1276703969867202601,farnooshl_22,8,3266,165
1663,861509279483428884,sinner1041,8,3265,161
1664,1377699907816783902,live_your_movie,8,3264,162
1665,1457745128390397995,nt01087,8,3264,161
1666,1021432115805569025,aliciasuzie4602,8,3263,164
1667,1274713800498479154,ilovenuggets99,8,3262,168
1668,957935901261054002,riotheoreo,8,3260,157
1669,474843371198873621,bxd_7,8,3258,160
1670,912795025526624369,sinwlrr,8,3258,162
1671,1100382515618914385,homersodyess,8,3257,163
1672,1375034999128068138,sqlzxxm,8,3256,164
1673,941729248354394184,xpertise2187,8,3255,164
1674,888964662622818325,luhvlyava,8,3254,165
1675,846112761527664680,bleuliketheriver,8,3254,160
1676,1087007821540905080,invisible.killer,8,3253,160
1677,719522593320861706,somediarrehashit,8,3252,164
1678,580852295273545749,impactraider,8,3245,162
1679,1217506704258760705,xnoora.,8,3243,164
1680,697845788851568722,redwolf.exe,8,3241,163
1681,1235947550322855951,leodas5737h,8,3240,162
1682,1017686683694673940,doomeranged,8,3238,162
1683,1207338604591054968,submissivegirly,8,3237,161
1684,804602436987781141,agentflippersyt,8,3236,159
1685,803885137041031188,.ayrton_senna.,8,3233,160
1686,822021899227103243,jay.cod,8,3232,159
1687,1397946917048287324,adamphysics,8,3228,160
1688,1087339700685111306,rba.1,8,3226,162
1689,366131207257456640,hamzinoo,8,3222,161
1690,1207029012338319360,kyo.yoyo,8,3220,157
1691,1276850236391690346,whoatemydorritos,8,3220,165
1692,747067704908972082,loamis,8,3217,163
1693,759083871076745257,dralge,8,3213,161
1694,719552887180492800,kdkigldebris,8,3212,164
1695,755826424497176597,viridion_,8,3211,159
1696,813214312503836683,3uddha,8,3210,160
1697,695151406696497152,modlessbuild,8,3208,159
1698,587700533108670478,avo._,8,3207,160
1699,1183805352077181011,meowfat_40418,8,3206,160
1700,907174955786051584,easkola,8,3205,158
1701,760542651849375775,nothanki,8,3202,159
1702,980555442709233664,somediarrehashitt,8,3200,160
1703,791742971560984608,mehhh._.,8,3200,162
1704,522275734723493888,ryzerx21,8,3194,158
1705,770266972314533898,fattoushsalad.,8,3188,157
1706,1055086909069742100,md781277,8,3173,159
1707,837093288531329045,ppp_0012,8,3170,159
1708,961027771285508107,plasma729,8,3164,159
1709,493070317292486666,frey_0987,8,3164,157
1710,709839899670478920,ilovejaveria,8,3159,155
1711,1218117401305022515,abial52,8,3158,158
1712,759759302721798184,kokge,8,3155,160
1713,787024315102527499,sah100,8,3153,157
1714,743943304470724709,moshaerr,8,3152,153
1715,1328933718412234793,personcore,8,3152,156
1716,993887611330494464,ahsansikandar,8,3150,160
1717,1225974668381392947,buy_me_roshmalai,8,3149,159
1718,400685953418526720,aerithnull,8,3148,154
1719,1084456983777783898,strawberr1ra,8,3142,159
1720,1351461772435132480,speed_kicks,8,3140,157
1721,423798084653285386,rushyyboi,8,3138,161
1722,808201218685796372,laibaanwarr,8,3138,154
1723,1310170810656231434,hibernation2,8,3137,157
1724,843427406811365406,offlinelia7172,8,3137,156
1725,745546494068916245,holyychad,8,3135,154
1726,781195769499746355,cloudex_750,8,3134,156
1727,943720496028057640,albusdumbledore5727,8,3133,156
1728,436011040359317515,dadhampter,8,3131,156
1729,785875633615274034,timbott,8,3129,156
1730,443650090087743488,taeee.jeong,8,3127,154
1731,739440618107043901,vivens.stella,8,3126,157
1732,889390459787567164,ft.trinity,8,3123,156
1733,715949673562767430,ar468,8,3116,158
1734,559013428367327263,ian_wallace,8,3116,155
1735,1156085791328575529,chuvavava,8,3115,157
1736,1206995723040592018,zen00487,8,3115,158
1737,808241151089180733,_bluesoup,8,3113,154
1738,1230212753902534779,lil_mynt,8,3112,155
1739,497657171236880385,_ali69.,8,3111,155
1740,1205917784333099089,hwuuw,8,3107,155
1741,765251590306136066,salman.apk,8,3106,156
1742,1234396092607631381,hasanop0396,8,3104,156
1743,1170207979224711259,junarioso,8,3101,152
1744,1301233268976386190,bioraptor9700.,8,3100,153
1745,738504927663489096,.ytkvghabys.,8,3098,154
1746,574930877314760705,2draculaa,8,3088,155
1747,1279999030847344660,chipzar_,8,3088,159
1748,413330790030770186,spaty,8,3087,157
1749,745129549611925526,typical_ak,8,3086,155
1750,836489306503381003,malboronoir,8,3083,154
1751,314750279365033986,sirtetris,8,3083,149
1752,704697593271418940,hephaestus8963,8,3082,153
1753,1014266371124764732,acivl,8,3080,154
1754,702932037887066222,reapxr0,8,3078,155
1755,1083388881438781462,iloveanime4,8,3077,155
1756,1047908850956775424,atr_1206,8,3074,154
1757,758630456958386177,mqvement_,8,3074,152
1758,736874326023995393,._muppet_.,8,3072,151
1759,1250490333482192937,usernameunthinkable,8,3071,156
1760,625712311268802564,muzxrtz,8,3068,154
1761,1139493388882804796,ilymochi_81729,8,3067,150
1762,1185308282978586664,sh4.h,8,3060,152
1763,598848911284764702,seppe1212,8,3060,155
1764,496704416905429022,certified2blover,8,3059,156
1765,1235948997034639431,sara1_5,8,3059,153
1766,517333302210723867,zratt9,8,3057,151
1767,1045985161310908458,.examexecutioner,8,3056,155
1768,792019575776083968,3hydrostatic3,8,3056,151
1769,1039925302123565147,seraphicasher,8,3052,154
1770,1242845521593368697,fatimayasir006,8,3052,152
1771,1209495087696838749,samarrrz_28180,8,3046,152
1772,618406584250400788,fortnitehamburger,8,3045,153
1773,1298694502063673406,j.jry,8,3045,153
1774,796277290803003392,yemon4490,8,3045,154
1775,710615652968300586,vanshbb,8,3044,154
1776,529307020336037903,ibn.aman,8,3042,153
1777,1294385039659765866,aly.0007,8,3034,151
1778,852817203153076225,aadityataylorsversion,8,3033,151
1779,942139118727622788,moonlightthewarrior,8,3033,149
1780,662844675580887040,dascar,8,3020,149
1781,1373660343229874268,_cristiano_ronaldo_goat_ngl_,8,3019,151
1782,247642110621122563,xoxoxoxoxoxoxoxxooxoxoxoxoxoxoxo,8,3016,151
1783,710854035992870922,knaped.,8,3013,147
1784,1294390006672130071,zephira8_56508,8,3002,150
1785,774947704484397056,veyersb,8,3000,150
1786,560389386831921162,ech0atdusk,8,3000,152
1787,593559907937157122,drperky999,8,3000,151
1788,525755805111418902,haloleo,8,2998,151
1789,691696313846333503,xardum.,8,2997,150
1790,728895931893940254,runender,8,2996,149
1791,718131854246543440,pokedyo,8,2996,154
1792,974318291759820870,bumgyu.,8,2995,150
1793,1077722003194261575,slimhateslife,8,2990,149
1794,1151486342149177438,yonatan_11922,8,2985,145
1795,535116060081389599,shin.thant,8,2985,150
1796,463655964231598090,pancaketf,8,2984,149
1797,1328727769588174892,bubbly_fox.2,8,2984,152
1798,763411249848385536,xd___7,8,2982,148
1799,901693695491981393,eggy_omlette,8,2980,149
1800,1152641788033646714,tawitg,8,2980,148
1801,1384344516416376934,stoic002,8,2976,148
1802,1206411548562690059,zxlla,8,2974,152
1803,1328243092586762245,grah07460,8,2972,149
1804,778491447724736512,hussamamir,8,2970,145
1805,631840027898413056,ddivvinityy,8,2970,149
1806,746134679714791485,huda123456789_,8,2969,148
1807,698469380958191662,darthgrocer,8,2968,151
1808,1215061005835575338,not.jag,8,2966,147
1809,864530915987292202,emisk612,8,2963,146
1810,1163826339749572641,billi0568_67160,8,2962,152
1811,635519280515121182,lonewolfff.,8,2962,147
1812,1331515976239419416,crackingalevelsin15days,8,2961,146
1813,1290643250205429865,en.ma,8,2959,147
1814,901346561806729226,harrish.r,8,2955,149
1815,1239080222964580352,moodmid,8,2954,143
1816,991071367552184340,meldum,8,2953,146
1817,725195977270624336,nickyy_.15,8,2947,149
1818,841709794390048838,itzdogdan,8,2946,147
1819,1176781296148680805,csehrafin,8,2944,148
1820,733350213556764723,farida4675,8,2940,146
1821,729480621520584796,moroccomo99,8,2940,143
1822,762889090285830184,the_love_dove,8,2939,148
1823,1420696808597880913,hdidva,8,2939,150
1824,582949550298497027,shomber,8,2937,144
1825,616387976049721344,lewishamiltonthegreatest,8,2937,147
1826,959415130117009469,moneymonkee,8,2935,146
1827,1391392760950685777,cleopatra_35,8,2935,146
1828,758563235355164672,7864724,8,2928,147
1829,432641853071032321,gerultofravioli,8,2926,146
1830,980165799304126545,morxgy,8,2926,146
1831,633275759938764841,sk9d,8,2925,150
1832,1275107020504043531,finzfinzfinz,8,2922,144
1833,525425680305881118,cllaara_,8,2916,148
1834,987090777295450192,kinderapologist,8,2913,144
1835,780201649415127050,kaf69,8,2912,148
1836,1223174971724005429,1902311020000102000000000000,8,2912,147
1837,1405775324376993804,ibtesam_syed,8,2911,147
1838,776472210223136768,khadijah003,8,2906,143
1839,1086344859981447199,ludic7,8,2900,147
1840,747496245685125300,hasnainsh,7,2892,143
1841,533634250965123092,therealananya,7,2892,147
1842,320834695510228992,thietier,7,2891,143
1843,723416438123003974,stoic_o,7,2891,144
1844,757250391695163474,ttog,7,2887,145
1845,671635704811618305,cybercryptic,7,2887,144
1846,836105136770121728,muhammadalikhann,7,2884,141
1847,1363175643482816602,alliedmastercomputer_35835,7,2882,142
1848,262868529458577409,m_23413,7,2881,143
1849,767019851167301642,arloop_,7,2879,145
1850,628743310017560586,m.talh4,7,2877,140
1851,1236925516448272387,r8my_swag,7,2876,147
1852,882698602714107934,svbrina,7,2876,144
1853,743082814798430339,leumasnivla,7,2874,144
1854,913040950648004668,bbohio_,7,2872,142
1855,723554246795984988,kainat4551,7,2871,142
1856,722726657533935627,skyunder51,7,2871,143
1857,626408114781945866,dreamgirl5704,7,2870,143
1858,440493549046202369,l1vindeadgf,7,2866,144
1859,785942685005512766,v._7,7,2866,144
1860,1207110658378964992,lola_1230979,7,2859,146
1861,900751903074439269,webbybluetree,7,2857,144
1862,604574186144399362,vietthug,7,2856,140
1863,1362741994861887709,ishaqmadeeha,7,2853,141
1864,755673342886936627,4xc2v,7,2853,142
1865,689445730636660825,smallguyremo,7,2852,142
1866,567878458387202061,tuntugaming,7,2852,147
1867,1055810452317282315,kinxmi,7,2852,138
1868,1200790508478406697,live_yours,7,2851,145
1869,555438110310137887,astraeusrift,7,2846,145
1870,778163124783415326,imdevious.,7,2844,144
1871,868409963410776075,pessi.444,7,2834,142
1872,302629887578210313,oh.kris,7,2832,141
1873,1101172371001458720,cat.katy,7,2829,139
1874,1378099909231775875,blokchain49,7,2828,143
1875,1143928824090857516,knead__,7,2826,144
1876,467267998273503233,chapriboyxyz,7,2823,140
1877,576698410963566602,swaad_15,7,2823,142
1878,874014366893244436,yyxxl,7,2820,138
1879,1234079196242776105,ayxsh_08,7,2818,145
1880,734425557147844720,shivaan,7,2815,144
1881,1203030683648401408,ayan_6221_,7,2814,142
1882,887914781510619228,mymelolia,7,2809,139
1883,747904321429176350,rememberthename123,7,2807,138
1884,943279065736040518,doffy_tkvr,7,2806,138
1885,766205839051980890,a171,7,2806,140
1886,626581042697994240,h4ppyf3d,7,2805,141
1887,896447555171385376,_j3ffrxnn_,7,2804,140
1888,324450651176304651,icekube69,7,2804,141
1889,789815292162605056,__yash__4777,7,2804,143
1890,648789724324167700,decentayman,7,2803,139
1891,541238302876106762,zosiekx,7,2801,141
1892,1194644576233869403,bumblebee0546_21701,7,2800,138
1893,483911089835474944,lucia375,7,2799,139
1894,1223167931752386560,via.er,7,2799,137
1895,1066047406103351387,.maeheh,7,2798,136
1896,562155991530209282,yamumsahoho,7,2797,146
1897,978904968977350696,raniabobo,7,2795,140
1898,691009617957879878,bunvyvy,7,2790,140
1899,864965229841874965,3askary__,7,2789,140
1900,450320897924923393,norek03,7,2787,143
1901,852568444976234559,ilovefrogs_5436,7,2787,139
1902,540658860302794762,halokms,7,2785,140
1903,844890267647213578,abdalrahmani,7,2785,139
1904,1023432300849016894,blaze.0655,7,2782,140
1905,682893241829294094,ahmadpakistanzindabad,7,2782,139
1906,1379764802792198175,sukisnightmare,7,2781,141
1907,889044992578973707,fisseater,7,2780,140
1908,530392801893023744,0gohan4,7,2779,139
1909,1372387751965757531,acceptiblebit_08132,7,2778,142
1910,481809233524817920,nisk721,7,2776,136
1911,728898558098407464,just_re_is_fine,7,2775,137
1912,927204783536865291,hugsareawkard,7,2771,138
1913,719535396970561577,domdom_.,7,2770,141
1914,967061870466990131,ad1n_.,7,2768,140
1915,1162400891719139429,yezees_79544,7,2767,138
1916,535024980111392798,bigloke21,7,2766,140
1917,672759992801296406,anmolios,7,2766,139
1918,514855826473746432,gd7playz,7,2765,138
1919,742627463196049502,_sakula_,7,2759,139
1920,654254537489776641,s.omebod_y6348,7,2759,139
1921,913358029737566269,emptybraincore,7,2757,137
1922,615743700114472970,moobitch4550,7,2757,137
1923,642694927393882118,dar_aspect,7,2750,138
1924,756783498752426012,mr_patrick2906,7,2747,135
1925,1010186074426970184,caesar0_0.,7,2747,139
1926,756855460539400253,kino87,7,2745,136
1927,1061850125141561354,will.will.will.will.will,7,2744,136
1928,672934217503735859,creativemind11111,7,2740,138
1929,1385281669090644029,allamaiqbal_07754,7,2739,137
1930,1038037273633095771,shabana05189,7,2739,137
1931,1093234581978747000,idek_2006,7,2737,136
1932,740100542596120638,catdogperiadt,7,2736,135
1933,577871930569261065,daniyal8942,7,2734,135
1934,1094808605519253534,miniz_0,7,2733,137
1935,886575945530617897,nasour_,7,2733,138
1936,766568538718208011,abdullahshah2694,7,2731,135
1937,1401966443033268264,fatuu_isfama,7,2729,138
1938,756158704281452663,frog1200220,7,2726,138
1939,975771513628274688,reyuki69420,7,2725,136
1940,706043271498956801,kf_56,7,2721,135
1941,272254381578125312,zx9ci,7,2720,137
1942,902281433941430282,fateoverdeath,7,2716,133
1943,993325291873255424,vold99_,7,2712,134
1944,525671896180850710,certified_volt,7,2711,132
1945,1114109385015300146,rice9222,7,2707,136
1946,665407297660387345,5ard1ne,7,2706,137
1947,1318767164270051362,noahrisl,7,2705,134
1948,861934491441954847,moreplatesmoredates.,7,2704,135
1949,996405952058232892,iheart_gwenstacy,7,2704,138
1950,737590554056982529,lmaosheep,7,2703,139
1951,1270216227960258662,james_blunder,7,2702,137
1952,625361032151302165,.sgplayz,7,2700,133
1953,806947819856461835,entigee,7,2700,135
1954,1067826803508527104,mohammed_77889,7,2699,137
1955,699907750058131516,fad.0,7,2698,134
1956,713767723376836609,royal05,7,2698,134
1957,783277247636439040,idkdkkdkd2222111,7,2695,136
1958,762893093040029736,student2352,7,2693,132
1959,694502223132229682,vin3131,7,2693,137
1960,731438051015917689,gyuvinslovebot,7,2691,134
1961,659792956802334730,gunsandroses18,7,2689,136
1962,928386229785989180,legit912_,7,2687,133
1963,1256225994767994980,19430107,7,2687,132
1964,502175054789083138,lucidvex,7,2684,136
1965,1293540088411717707,dr.sheldon.cooper,7,2683,134
1966,1041399161112768534,brruceway.,7,2679,136
1967,1144996443908743228,kooooohmm,7,2677,134
1968,1048338435351527555,haixer,7,2673,135
1969,738406529480261742,glxca,7,2666,131
1970,775684104980660235,respectablemoron,7,2666,134
1971,923662976597246033,kingzeus.1.,7,2665,134
1972,754714537693020270,awwkhitt,7,2665,134
1973,1323989545317957693,neokyo,7,2665,134
1974,1344256925872820264,faceaway,7,2665,134
1975,750209839254208530,vihanduranmith,7,2659,131
1976,733530032160505857,lxg_xero,7,2659,130
1977,573859448615993354,soobidoobie,7,2657,131
1978,723286664939831497,absolute_wanchor,7,2654,134
1979,763303133169319957,anish_07,7,2649,131
1980,1269081902065913978,lost_syntax,7,2648,133
1981,336579155787382785,patedemorgana,7,2644,132
1982,1216350299694825522,meow5432,7,2643,135
1983,1270786062104662139,ayxn.__,7,2642,132
1984,990585980794851358,theannoyingpoliticsguy,7,2641,132
1985,811155469220970497,tibbi_01,7,2640,132
1986,577750885627854868,bonesy._.,7,2640,133
1987,732092228876501044,captainpaneer,7,2639,131
1988,1115597085513883720,indiancommunist,7,2639,133
1989,1300585872844001351,a123rted,7,2636,130
1990,743075722523967558,blues7180,7,2630,134
1991,836592029613817876,drzip123,7,2625,128
1992,769195674222067765,richforever8689,7,2625,132
1993,1308928400928411720,zulfiqar_285,7,2623,132
1994,1238297373621616660,valkyrie.266,7,2622,131
1995,943244199636119582,muhammadmustafa12345,7,2621,133
1996,756458812377923594,xblitzx.,7,2621,131
1997,749667788435620022,valvei,7,2620,130
1998,767669733537349695,lexouch,7,2619,132
1999,697765544526479390,kamilicken,7,2619,131
2000,235757426324930560,charliechaplin5405,7,2618,131
2001,1174384736534274079,haze4realxd,7,2618,132
2002,720184149507571772,aze_za,7,2617,129
2003,1340345738197991426,admitify,7,2617,128
2004,1253353928913846273,allieveraskedofu,7,2616,126
2005,1276517753569673257,sssir8chcee,7,2615,135
2006,850481108247904308,anqi0824,7,2613,133
2007,789231218779750431,curlyhairg,7,2612,130
2008,1001956305013063801,dacever,7,2612,128
2009,748441957205803028,zunaira_108,7,2611,132
2010,725654625214005380,m4u5e,7,2611,131
2011,858306624111247360,kenadams5609,7,2610,131
2012,1346918171407552562,nepa_101,7,2610,130
2013,779696991030476830,.thehighcouncil.,7,2609,132
2014,1151845579501084753,ridososki,7,2609,129
2015,510070120106819586,crystal._x,7,2608,132
2016,807145488444030986,nigglet102332,7,2608,128
2017,908373389616480297,shaf_09,7,2605,127
2018,1376195495650787410,kjkjjh_24238,7,2604,131
2019,1289573479812825140,bratoxxx.,7,2601,128
2020,413212586709090304,suzukyuun,7,2598,128
2021,912470699556356136,wazapizza,7,2597,131
2022,1366463352078995476,imissmycatt,7,2593,131
2023,619719732160888863,mefuru1111,7,2592,134
2024,492432276878262274,rayyan.7,7,2591,128
2025,943475590885957653,s4turn0245,7,2590,128
2026,1132353483580899391,utam_yadav,7,2589,127
2027,895666784236077066,dashingdeveloper,7,2589,127
2028,836857228597788692,altha1a,7,2588,130
2029,967352188034768926,anzel1445,7,2588,131
2030,1210150306516836376,imdedlolz,7,2587,132
2031,761441547249123359,nezthelemon1,7,2586,128
2032,1316481521674227773,mathneedhelp.,7,2586,128
2033,713676530613485569,apayogya,7,2584,130
2034,1383138323492638800,huzzaifa23,7,2584,125
2035,1230055540659327006,kimpvttze.,7,2582,128
2036,1242069595813314644,mcqueen08221,7,2580,129
2037,709763146197237811,dylanandfriends,7,2578,129
2038,1203022243555188786,katie_88200,7,2571,128
2039,1033080593484877925,theonetryhard,7,2568,129
2040,691276571922661426,nazgul._.1,7,2565,128
2041,996864005677269125,iamnot0k,7,2565,129
2042,985186416474619934,jass126,7,2564,130
2043,1212457841818996818,cannab1sfilledmyvoid,7,2563,128
2044,1040538532403494972,_kingroger,7,2559,126
2045,1148395088729350145,king_coconut04,7,2558,129
2046,848214001317183538,iqwkookie_,7,2558,127
2047,1178178773808578570,drag0n647,7,2557,127
2048,1107957261386657872,anya123455,7,2552,128
2049,1030922476508688506,17ris,7,2551,125
2050,904311061681946654,mangogracie,7,2549,127
2051,342876817893490688,its2bit_,7,2548,126
2052,1325186799412314286,4tap42,7,2545,126
2053,452212153546702848,_paul.w19,7,2542,126
2054,1218546296042819718,berserkyl,7,2542,128
2055,1234036142501003335,asher_vaesandvantasfriends,7,2540,127
2056,403570471586496513,100huss,7,2537,126
2057,704612954519240795,pinkcheetqh,7,2536,124
2058,368986026313646080,abdool6236,7,2535,125
2059,583209106181980170,bananaslayer_420,7,2533,126
2060,676786237146923009,erfan9607,7,2533,127
2061,1261984796993781770,nyahiyan7188,7,2533,123
2062,692085219431546992,szoboszlai2866,7,2532,127
2063,1168146288508940289,kyrlo_died,7,2531,128
2064,1027985799624523806,elizawhat,7,2531,125
2065,1213527576446894161,aka.ali.,7,2531,128
2066,870932058166407198,idkwhyimhere_2,7,2530,125
2067,1295796527784136797,kerolos_4,7,2528,130
2068,680514420723679259,glorioustheaccused,7,2525,128
2069,769486749529276436,hasnbash_,7,2524,125
2070,748915585857093673,cyd6445,7,2523,126
2071,1233568989511290931,salmaomg,7,2522,127
2072,698540268286378115,damnoway,7,2522,126
2073,695536821932785686,mooomoooo0,7,2520,124
2074,998327429229711481,saif_alhanafi,7,2519,128
2075,827911090795970640,rabibasit,7,2518,128
2076,641993187862380575,luvsamah,7,2516,127
2077,589275981748109316,kyrieirving22244,7,2513,125
2078,720307686029131776,cookiemonster8027,7,2511,125
2079,734290386381439077,everstone_,7,2511,125
2080,1148619612448104590,mahnoormajid_80362,7,2508,123
2081,556445965385728010,razaulhaq,7,2507,122
